OrderID,Date,Month,Year,Quarter,Product,Category,UnitPrice,Quantity,Discount_Pct,Discount_Amt,Revenue,Margin_Pct,Profit,Region,City,Channel,Segment,Returned,CustomerID
ORD-104697,2026-01-18,January,2026,Q1,SmartWatch S5,Electronics,12999,1,5,649.95,12349.05,35.2,4346.87,West India,Nagpur,Online,Retail,0,CUST-6454
ORD-104698,2026-02-12,February,2026,Q1,Galaxy Pro X1,Electronics,24999,4,20,19999.2,79996.8,45.6,36478.54,North India,Gurugram,Online,Retail,0,CUST-7287
ORD-104699,2026-04-02,April,2026,Q2,SmartWatch S5,Electronics,12999,4,0,0.0,51996.0,29.0,15078.84,West India,Surat,Partner,SMB,1,CUST-8729
ORD-104700,2026-02-05,February,2026,Q1,AirBuds Ultra,Electronics,5999,2,10,1199.8,10798.2,30.2,3261.06,East India,Kolkata,Offline,Retail,0,CUST-2054
ORD-104701,2026-03-24,March,2026,Q1,Winter Jacket,Apparel,4599,2,5,459.9,8738.1,29.8,2603.95,South India,Coimbatore,Online,Retail,0,CUST-8268
ORD-104702,2026-03-09,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,2,0,0.0,2598.0,41.8,1085.96,West India,Nashik,Online,Retail,0,CUST-7406
ORD-104703,2026-01-04,January,2026,Q1,AirBuds Ultra,Electronics,5999,3,0,0.0,17997.0,45.4,8170.64,South India,Hyderabad,Offline,Retail,0,CUST-3540
ORD-104704,2026-02-11,February,2026,Q1,Hair Oil 500ml,FMCG,249,5,15,186.75,1058.25,45.9,485.74,West India,Pune,Partner,Retail,0,CUST-8309
ORD-104705,2026-03-08,March,2026,Q1,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,22.0,1253.34,West India,Nagpur,Online,Retail,0,CUST-8718
ORD-104706,2026-04-08,April,2026,Q2,LapBook Air,Electronics,54999,1,20,10999.8,43999.2,25.3,11131.8,North India,Delhi,Partner,Retail,0,CUST-3676
ORD-104707,2026-02-23,February,2026,Q1,Protein Powder 1kg,FMCG,1899,2,10,379.8,3418.2,27.8,950.26,West India,Nashik,Offline,New/Trial,0,CUST-8842
ORD-104708,2026-02-16,February,2026,Q1,Face Wash 200ml,FMCG,299,3,0,0.0,897.0,28.1,252.06,North India,Gurugram,Offline,Retail,0,CUST-9358
ORD-104709,2026-04-07,April,2026,Q2,Sofa 3-Seater,Furniture,24999,2,5,2499.9,47498.1,39.1,18571.76,North India,Agra,Online,Retail,0,CUST-3777
ORD-104710,2026-01-24,January,2026,Q1,SmartWatch S5,Electronics,12999,3,5,1949.85,37047.15,44.5,16485.98,West India,Ahmedabad,Online,Retail,0,CUST-4291
ORD-104711,2026-03-20,March,2026,Q1,Galaxy Pro X1,Electronics,24999,5,0,0.0,124995.0,43.7,54622.82,North India,Lucknow,Offline,Retail,0,CUST-4932
ORD-104712,2026-03-07,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,4,0,0.0,13996.0,44.1,6172.24,North India,Chandigarh,Online,New/Trial,0,CUST-9482
ORD-104713,2026-01-30,January,2026,Q1,Winter Jacket,Apparel,4599,2,20,1839.6,7358.4,37.2,2737.32,West India,Nashik,Offline,SMB,0,CUST-8637
ORD-104714,2026-04-02,April,2026,Q2,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,26.1,1486.92,South India,Hyderabad,Online,New/Trial,0,CUST-5252
ORD-104715,2026-03-10,March,2026,Q1,Galaxy Pro X1,Electronics,24999,5,15,18749.25,106245.75,46.9,49829.26,North India,Agra,Online,Retail,0,CUST-1766
ORD-104716,2026-03-11,March,2026,Q1,Sanitizer 500ml,FMCG,199,2,0,0.0,398.0,33.4,132.93,South India,Hyderabad,Partner,SMB,0,CUST-2825
ORD-104717,2026-02-14,February,2026,Q1,Sanitizer 500ml,FMCG,199,1,0,0.0,199.0,45.1,89.75,South India,Chennai,Online,New/Trial,0,CUST-7613
ORD-104718,2026-01-21,January,2026,Q1,AirBuds Ultra,Electronics,5999,1,0,0.0,5999.0,41.3,2477.59,West India,Pune,Online,Retail,0,CUST-4235
ORD-104719,2026-01-09,January,2026,Q1,Sports Backpack,Apparel,1599,5,15,1199.25,6795.75,43.9,2983.33,North India,Chandigarh,Partner,New/Trial,0,CUST-7805
ORD-104720,2026-04-10,April,2026,Q2,LapBook Air,Electronics,54999,5,15,41249.25,233745.75,36.2,84615.96,South India,Hyderabad,Offline,Retail,0,CUST-8071
ORD-104721,2026-03-03,March,2026,Q1,Face Wash 200ml,FMCG,299,3,5,44.85,852.15,36.8,313.59,North India,Chandigarh,Online,SMB,0,CUST-3971
ORD-104722,2026-01-17,January,2026,Q1,Winter Jacket,Apparel,4599,4,5,919.8,17476.2,23.1,4037.0,South India,Coimbatore,Partner,New/Trial,0,CUST-2679
ORD-104723,2026-02-20,February,2026,Q1,Sanitizer 500ml,FMCG,199,4,10,79.6,716.4,25.7,184.11,North India,Gurugram,Online,Retail,0,CUST-7071
ORD-104724,2026-03-30,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,1,0,0.0,1299.0,42.4,550.78,North India,Gurugram,Partner,Retail,0,CUST-2149
ORD-104725,2026-01-29,January,2026,Q1,Sanitizer 500ml,FMCG,199,4,20,159.2,636.8,44.7,284.65,North India,Gurugram,Online,New/Trial,0,CUST-2072
ORD-104726,2026-02-14,February,2026,Q1,Instant Noodles Pack,FMCG,120,5,0,0.0,600.0,43.5,261.0,South India,Chennai,Partner,New/Trial,0,CUST-8284
ORD-104727,2026-01-12,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,15,11399.4,64596.6,33.1,21381.47,East India,Guwahati,Offline,Retail,0,CUST-4234
ORD-104728,2026-01-15,January,2026,Q1,Running Shoes Pro,Apparel,3499,3,0,0.0,10497.0,36.4,3820.91,North India,Jaipur,Online,New/Trial,0,CUST-5849
ORD-104729,2026-01-21,January,2026,Q1,Protein Powder 1kg,FMCG,1899,2,0,0.0,3798.0,40.1,1523.0,North India,Delhi,Partner,New/Trial,0,CUST-3864
ORD-104730,2026-04-04,April,2026,Q2,AirBuds Ultra,Electronics,5999,4,5,1199.8,22796.2,30.5,6952.84,North India,Noida,Online,Retail,0,CUST-2130
ORD-104731,2026-02-07,February,2026,Q1,Sofa 3-Seater,Furniture,24999,4,5,4999.8,94996.2,23.1,21944.12,South India,Mysuru,Online,Retail,0,CUST-8865
ORD-104732,2026-01-01,January,2026,Q1,Protein Powder 1kg,FMCG,1899,2,0,0.0,3798.0,23.1,877.34,South India,Coimbatore,Offline,Retail,0,CUST-4545
ORD-104733,2026-02-12,February,2026,Q1,Sports Backpack,Apparel,1599,5,10,799.5,7195.5,35.4,2547.21,South India,Chennai,Offline,New/Trial,0,CUST-4775
ORD-104734,2026-02-25,February,2026,Q1,Study Table,Furniture,5999,3,15,2699.55,15297.45,30.0,4589.23,South India,Kochi,Offline,New/Trial,0,CUST-2918
ORD-104735,2026-01-04,January,2026,Q1,Face Wash 200ml,FMCG,299,4,20,239.2,956.8,27.0,258.34,East India,Bhubaneswar,Offline,New/Trial,0,CUST-1444
ORD-104736,2026-02-18,February,2026,Q1,Galaxy Pro X1,Electronics,24999,5,10,12499.5,112495.5,44.5,50060.5,North India,Jaipur,Partner,Retail,0,CUST-2467
ORD-104737,2026-03-20,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,3,0,0.0,3897.0,33.2,1293.8,North India,Gurugram,Partner,Retail,0,CUST-9871
ORD-104738,2026-01-22,January,2026,Q1,SmartWatch S5,Electronics,12999,1,0,0.0,12999.0,25.6,3327.74,South India,Coimbatore,Online,Retail,0,CUST-9382
ORD-104739,2026-01-20,January,2026,Q1,Sofa 3-Seater,Furniture,24999,5,20,24999.0,99996.0,45.8,45798.17,West India,Pune,Offline,New/Trial,0,CUST-1042
ORD-104740,2026-04-10,April,2026,Q2,Protein Powder 1kg,FMCG,1899,4,10,759.6,6836.4,47.7,3260.96,West India,Ahmedabad,Online,Retail,0,CUST-7361
ORD-104741,2026-03-07,March,2026,Q1,SmartWatch S5,Electronics,12999,1,0,0.0,12999.0,44.5,5784.56,East India,Kolkata,Online,New/Trial,0,CUST-5425
ORD-104742,2026-02-23,February,2026,Q1,Study Table,Furniture,5999,3,0,0.0,17997.0,45.9,8260.62,North India,Jaipur,Offline,SMB,0,CUST-6860
ORD-104743,2026-03-05,March,2026,Q1,Winter Jacket,Apparel,4599,3,0,0.0,13797.0,36.9,5091.09,North India,Delhi,Offline,SMB,0,CUST-3130
ORD-104744,2026-03-15,March,2026,Q1,AirBuds Ultra,Electronics,5999,5,5,1499.75,28495.25,43.9,12509.41,West India,Surat,Offline,New/Trial,1,CUST-1773
ORD-104745,2026-03-19,March,2026,Q1,AirBuds Ultra,Electronics,5999,3,15,2699.55,15297.45,36.8,5629.46,North India,Gurugram,Online,Retail,0,CUST-7039
ORD-104746,2026-03-15,March,2026,Q1,Sports Backpack,Apparel,1599,5,0,0.0,7995.0,45.1,3605.74,South India,Chennai,Offline,Enterprise,1,CUST-7890
ORD-104747,2026-03-08,March,2026,Q1,Galaxy Pro X1,Electronics,24999,2,15,7499.7,42498.3,32.8,13939.44,North India,Delhi,Online,New/Trial,0,CUST-5783
ORD-104748,2026-01-27,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,3,10,5699.7,51297.3,34.8,17851.46,North India,Chandigarh,Offline,SMB,0,CUST-1048
ORD-104749,2026-03-16,March,2026,Q1,Hair Oil 500ml,FMCG,249,1,0,0.0,249.0,27.7,68.97,North India,Delhi,Online,Retail,0,CUST-6634
ORD-104750,2026-02-25,February,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,5,0,0.0,6495.0,44.5,2890.28,East India,Ranchi,Online,New/Trial,0,CUST-9117
ORD-104751,2026-01-06,January,2026,Q1,Winter Jacket,Apparel,4599,3,0,0.0,13797.0,39.8,5491.21,South India,Mysuru,Partner,Retail,0,CUST-4445
ORD-104752,2026-01-21,January,2026,Q1,Sports Backpack,Apparel,1599,4,20,1279.2,5116.8,42.6,2179.76,North India,Gurugram,Partner,Retail,1,CUST-5738
ORD-104753,2026-01-13,January,2026,Q1,AirBuds Ultra,Electronics,5999,1,15,899.85,5099.15,22.0,1121.81,East India,Ranchi,Online,SMB,0,CUST-2205
ORD-104754,2026-03-30,March,2026,Q1,Face Wash 200ml,FMCG,299,5,20,299.0,1196.0,39.6,473.62,West India,Surat,Online,Retail,0,CUST-2187
ORD-104755,2026-03-06,March,2026,Q1,Instant Noodles Pack,FMCG,120,3,15,54.0,306.0,47.9,146.57,West India,Surat,Online,Retail,0,CUST-3365
ORD-104756,2026-03-17,March,2026,Q1,Galaxy Pro X1,Electronics,24999,5,0,0.0,124995.0,30.5,38123.47,North India,Jaipur,Online,Retail,0,CUST-9844
ORD-104757,2026-03-23,March,2026,Q1,Instant Noodles Pack,FMCG,120,5,0,0.0,600.0,27.0,162.0,South India,Chennai,Offline,New/Trial,0,CUST-8408
ORD-104758,2026-03-02,March,2026,Q1,Running Shoes Pro,Apparel,3499,5,5,874.75,16620.25,36.7,6099.63,West India,Pune,Online,New/Trial,0,CUST-9509
ORD-104759,2026-02-15,February,2026,Q1,Running Shoes Pro,Apparel,3499,5,0,0.0,17495.0,42.9,7505.35,West India,Surat,Online,Retail,0,CUST-1367
ORD-104760,2026-04-03,April,2026,Q2,Sofa 3-Seater,Furniture,24999,3,0,0.0,74997.0,41.3,30973.76,North India,Chandigarh,Online,Retail,0,CUST-4977
ORD-104761,2026-04-01,April,2026,Q2,Face Wash 200ml,FMCG,299,5,20,299.0,1196.0,31.3,374.35,North India,Delhi,Online,New/Trial,0,CUST-2788
ORD-104762,2026-04-03,April,2026,Q2,TabMax 12,Electronics,32999,1,20,6599.8,26399.2,40.9,10797.27,West India,Nashik,Online,New/Trial,0,CUST-6330
ORD-104763,2026-01-22,January,2026,Q1,Instant Noodles Pack,FMCG,120,3,20,72.0,288.0,31.4,90.43,North India,Noida,Offline,Retail,0,CUST-5406
ORD-104764,2026-01-13,January,2026,Q1,TabMax 12,Electronics,32999,5,10,16499.5,148495.5,33.6,49894.49,West India,Nashik,Offline,New/Trial,0,CUST-1959
ORD-104765,2026-03-20,March,2026,Q1,Running Shoes Pro,Apparel,3499,1,5,174.95,3324.05,43.0,1429.34,West India,Mumbai,Online,Retail,0,CUST-2576
ORD-104766,2026-02-09,February,2026,Q1,Study Table,Furniture,5999,5,5,1499.75,28495.25,41.5,11825.53,East India,Bhubaneswar,Online,Retail,0,CUST-3220
ORD-104767,2026-03-28,March,2026,Q1,Hair Oil 500ml,FMCG,249,4,15,149.4,846.6,36.7,310.7,West India,Pune,Online,New/Trial,0,CUST-1988
ORD-104768,2026-01-01,January,2026,Q1,AirBuds Ultra,Electronics,5999,1,0,0.0,5999.0,32.9,1973.67,North India,Chandigarh,Online,New/Trial,0,CUST-7251
ORD-104769,2026-02-13,February,2026,Q1,Protein Powder 1kg,FMCG,1899,2,0,0.0,3798.0,36.3,1378.67,West India,Surat,Offline,New/Trial,0,CUST-4148
ORD-104770,2026-02-19,February,2026,Q1,Study Table,Furniture,5999,2,0,0.0,11998.0,42.9,5147.14,North India,Gurugram,Online,Retail,0,CUST-8973
ORD-104771,2026-02-03,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,5,20,18999.0,75996.0,38.7,29410.45,West India,Ahmedabad,Partner,Retail,0,CUST-7016
ORD-104772,2026-01-01,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,1,5,949.95,18049.05,36.1,6515.71,West India,Nashik,Partner,SMB,0,CUST-6428
ORD-104773,2026-02-27,February,2026,Q1,Office Chair,Furniture,8999,4,0,0.0,35996.0,46.8,16846.13,North India,Delhi,Offline,Retail,0,CUST-1825
ORD-104774,2026-02-17,February,2026,Q1,Sofa 3-Seater,Furniture,24999,5,10,12499.5,112495.5,41.4,46573.14,North India,Gurugram,Offline,New/Trial,0,CUST-2377
ORD-104775,2026-02-17,February,2026,Q1,Instant Noodles Pack,FMCG,120,3,0,0.0,360.0,38.2,137.52,North India,Lucknow,Online,Retail,0,CUST-6200
ORD-104776,2026-01-18,January,2026,Q1,TabMax 12,Electronics,32999,3,20,19799.4,79197.6,35.6,28194.35,North India,Noida,Online,Retail,0,CUST-3811
ORD-104777,2026-03-14,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,1,15,524.85,2974.15,46.2,1374.06,North India,Noida,Online,SMB,1,CUST-7290
ORD-104778,2026-02-10,February,2026,Q1,LapBook Air,Electronics,54999,3,15,24749.55,140247.45,30.7,43055.97,West India,Pune,Offline,SMB,0,CUST-2822
ORD-104779,2026-02-01,February,2026,Q1,LapBook Air,Electronics,54999,3,0,0.0,164997.0,23.6,38939.29,North India,Jaipur,Partner,SMB,0,CUST-3269
ORD-104780,2026-02-05,February,2026,Q1,AirBuds Ultra,Electronics,5999,3,5,899.85,17097.15,29.9,5112.05,North India,Delhi,Online,SMB,0,CUST-2370
ORD-104781,2026-02-06,February,2026,Q1,Formal Trousers,Apparel,1899,1,20,379.8,1519.2,31.7,481.59,South India,Kochi,Online,New/Trial,0,CUST-3262
ORD-104782,2026-04-05,April,2026,Q2,TabMax 12,Electronics,32999,4,0,0.0,131996.0,41.3,54514.35,West India,Surat,Online,Retail,0,CUST-7545
ORD-104783,2026-03-21,March,2026,Q1,Office Chair,Furniture,8999,2,0,0.0,17998.0,32.5,5849.35,West India,Nashik,Partner,New/Trial,0,CUST-6008
ORD-104784,2026-01-10,January,2026,Q1,AirBuds Ultra,Electronics,5999,3,10,1799.7,16197.3,38.2,6187.37,North India,Delhi,Partner,Retail,0,CUST-8327
ORD-104785,2026-04-01,April,2026,Q2,Face Wash 200ml,FMCG,299,1,5,14.95,284.05,24.9,70.73,North India,Lucknow,Online,Enterprise,0,CUST-5631
ORD-104786,2026-03-05,March,2026,Q1,Instant Noodles Pack,FMCG,120,1,0,0.0,120.0,23.7,28.44,North India,Jaipur,Online,SMB,0,CUST-8923
ORD-104787,2026-01-02,January,2026,Q1,Sports Backpack,Apparel,1599,2,0,0.0,3198.0,38.9,1244.02,North India,Chandigarh,Online,Retail,0,CUST-4444
ORD-104788,2026-04-08,April,2026,Q2,Bookshelf 5-Tier,Furniture,3499,1,5,174.95,3324.05,47.6,1582.25,North India,Gurugram,Online,SMB,0,CUST-8727
ORD-104789,2026-02-09,February,2026,Q1,Sports Backpack,Apparel,1599,1,0,0.0,1599.0,37.7,602.82,East India,Guwahati,Offline,Enterprise,0,CUST-6414
ORD-104790,2026-01-09,January,2026,Q1,LapBook Air,Electronics,54999,2,10,10999.8,98998.2,23.6,23363.58,North India,Agra,Online,Retail,0,CUST-2924
ORD-104791,2026-02-11,February,2026,Q1,Protein Powder 1kg,FMCG,1899,3,0,0.0,5697.0,27.5,1566.67,East India,Ranchi,Online,SMB,0,CUST-5953
ORD-104792,2026-02-13,February,2026,Q1,Study Table,Furniture,5999,2,5,599.9,11398.1,23.8,2712.75,South India,Hyderabad,Offline,Retail,0,CUST-9140
ORD-104793,2026-02-14,February,2026,Q1,Galaxy Pro X1,Electronics,24999,1,0,0.0,24999.0,45.1,11274.55,South India,Bengaluru,Online,Retail,0,CUST-9154
ORD-104794,2026-03-09,March,2026,Q1,Winter Jacket,Apparel,4599,4,20,3679.2,14716.8,28.8,4238.44,West India,Ahmedabad,Online,SMB,0,CUST-5185
ORD-104795,2026-01-22,January,2026,Q1,Winter Jacket,Apparel,4599,4,5,919.8,17476.2,33.1,5784.62,North India,Noida,Online,New/Trial,0,CUST-6071
ORD-104796,2026-03-10,March,2026,Q1,Face Wash 200ml,FMCG,299,5,0,0.0,1495.0,32.6,487.37,West India,Nashik,Online,SMB,0,CUST-9024
ORD-104797,2026-04-02,April,2026,Q2,Sanitizer 500ml,FMCG,199,5,5,49.75,945.25,33.4,315.71,West India,Ahmedabad,Offline,Retail,0,CUST-5778
ORD-104798,2026-02-17,February,2026,Q1,TabMax 12,Electronics,32999,1,15,4949.85,28049.15,35.4,9929.4,South India,Chennai,Offline,SMB,0,CUST-9519
ORD-104799,2026-01-14,January,2026,Q1,Instant Noodles Pack,FMCG,120,2,20,48.0,192.0,30.7,58.94,South India,Hyderabad,Partner,SMB,0,CUST-6765
ORD-104800,2026-02-13,February,2026,Q1,Sanitizer 500ml,FMCG,199,5,20,199.0,796.0,40.7,323.97,South India,Coimbatore,Offline,Retail,0,CUST-8241
ORD-104801,2026-03-24,March,2026,Q1,SmartWatch S5,Electronics,12999,2,0,0.0,25998.0,47.8,12427.04,West India,Nashik,Offline,Retail,0,CUST-4208
ORD-104802,2026-01-14,January,2026,Q1,Winter Jacket,Apparel,4599,2,0,0.0,9198.0,38.6,3550.43,North India,Agra,Online,Retail,0,CUST-6855
ORD-104803,2026-02-18,February,2026,Q1,Sanitizer 500ml,FMCG,199,2,0,0.0,398.0,44.1,175.52,West India,Ahmedabad,Online,Retail,0,CUST-8686
ORD-104804,2026-02-06,February,2026,Q1,Bookshelf 5-Tier,Furniture,3499,3,0,0.0,10497.0,41.7,4377.25,South India,Hyderabad,Online,Retail,0,CUST-4539
ORD-104805,2026-02-26,February,2026,Q1,Sports Backpack,Apparel,1599,2,0,0.0,3198.0,23.3,745.13,North India,Chandigarh,Online,SMB,0,CUST-7854
ORD-104806,2026-02-07,February,2026,Q1,Sofa 3-Seater,Furniture,24999,1,20,4999.8,19999.2,44.8,8959.64,South India,Kochi,Online,Retail,0,CUST-5564
ORD-104807,2026-03-07,March,2026,Q1,Sanitizer 500ml,FMCG,199,4,0,0.0,796.0,31.7,252.33,South India,Mysuru,Online,New/Trial,0,CUST-4909
ORD-104808,2026-01-21,January,2026,Q1,LapBook Air,Electronics,54999,5,0,0.0,274995.0,42.5,116872.88,West India,Ahmedabad,Online,New/Trial,0,CUST-1017
ORD-104809,2026-02-24,February,2026,Q1,Protein Powder 1kg,FMCG,1899,3,10,569.7,5127.3,35.5,1820.19,North India,Lucknow,Online,Retail,0,CUST-6754
ORD-104810,2026-01-17,January,2026,Q1,Running Shoes Pro,Apparel,3499,1,20,699.8,2799.2,22.9,641.02,South India,Mysuru,Partner,SMB,0,CUST-3795
ORD-104811,2026-01-05,January,2026,Q1,Bookshelf 5-Tier,Furniture,3499,1,20,699.8,2799.2,32.7,915.34,South India,Kochi,Online,Enterprise,0,CUST-4055
ORD-104812,2026-01-13,January,2026,Q1,Protein Powder 1kg,FMCG,1899,4,5,379.8,7216.2,37.3,2691.64,North India,Jaipur,Online,SMB,0,CUST-7680
ORD-104813,2026-01-04,January,2026,Q1,Instant Noodles Pack,FMCG,120,2,0,0.0,240.0,45.4,108.96,South India,Hyderabad,Online,New/Trial,0,CUST-9114
ORD-104814,2026-01-06,January,2026,Q1,Sports Backpack,Apparel,1599,4,0,0.0,6396.0,26.3,1682.15,North India,Jaipur,Offline,New/Trial,0,CUST-5158
ORD-104815,2026-03-21,March,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,26.3,19986.95,West India,Nagpur,Offline,Retail,0,CUST-1540
ORD-104816,2026-01-11,January,2026,Q1,Office Chair,Furniture,8999,5,5,2249.75,42745.25,46.8,20004.78,West India,Nashik,Offline,Retail,0,CUST-9453
ORD-104817,2026-01-08,January,2026,Q1,LapBook Air,Electronics,54999,2,15,16499.7,93498.3,46.3,43289.71,North India,Jaipur,Online,Retail,0,CUST-4405
ORD-104818,2026-03-09,March,2026,Q1,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,29.0,1652.13,South India,Chennai,Online,Retail,0,CUST-1491
ORD-104819,2026-02-20,February,2026,Q1,Formal Trousers,Apparel,1899,4,10,759.6,6836.4,28.5,1948.37,West India,Ahmedabad,Online,Retail,0,CUST-2796
ORD-104820,2026-04-02,April,2026,Q2,Cotton Slim Fit Shirt,Apparel,1299,3,0,0.0,3897.0,34.1,1328.88,South India,Kochi,Offline,Retail,0,CUST-8681
ORD-104821,2026-01-08,January,2026,Q1,TabMax 12,Electronics,32999,4,10,13199.6,118796.4,43.6,51795.23,North India,Gurugram,Offline,SMB,0,CUST-6109
ORD-104822,2026-03-02,March,2026,Q1,Face Wash 200ml,FMCG,299,3,0,0.0,897.0,29.6,265.51,North India,Noida,Partner,New/Trial,0,CUST-1729
ORD-104823,2026-04-07,April,2026,Q2,Winter Jacket,Apparel,4599,4,5,919.8,17476.2,46.0,8039.05,North India,Agra,Partner,SMB,0,CUST-1173
ORD-104824,2026-01-27,January,2026,Q1,Instant Noodles Pack,FMCG,120,2,20,48.0,192.0,29.1,55.87,South India,Chennai,Online,Retail,0,CUST-6332
ORD-104825,2026-02-20,February,2026,Q1,Galaxy Pro X1,Electronics,24999,1,0,0.0,24999.0,37.2,9299.63,North India,Jaipur,Partner,Retail,0,CUST-7628
ORD-104826,2026-02-10,February,2026,Q1,Face Wash 200ml,FMCG,299,4,10,119.6,1076.4,23.9,257.26,West India,Pune,Partner,Retail,0,CUST-9050
ORD-104827,2026-03-07,March,2026,Q1,Instant Noodles Pack,FMCG,120,4,0,0.0,480.0,42.7,204.96,North India,Gurugram,Offline,SMB,0,CUST-7642
ORD-104828,2026-03-18,March,2026,Q1,Sports Backpack,Apparel,1599,2,0,0.0,3198.0,28.4,908.23,East India,Bhubaneswar,Online,New/Trial,0,CUST-8259
ORD-104829,2026-02-12,February,2026,Q1,Office Chair,Furniture,8999,4,0,0.0,35996.0,26.2,9430.95,East India,Guwahati,Online,Retail,0,CUST-6964
ORD-104830,2026-03-08,March,2026,Q1,Study Table,Furniture,5999,5,10,2999.5,26995.5,27.6,7450.76,East India,Bhubaneswar,Online,Enterprise,1,CUST-5630
ORD-104831,2026-01-07,January,2026,Q1,Study Table,Furniture,5999,2,5,599.9,11398.1,44.1,5026.56,North India,Jaipur,Offline,Retail,0,CUST-3990
ORD-104832,2026-02-19,February,2026,Q1,Hair Oil 500ml,FMCG,249,1,5,12.45,236.55,37.3,88.23,South India,Kochi,Offline,Enterprise,0,CUST-4908
ORD-104833,2026-01-07,January,2026,Q1,Galaxy Pro X1,Electronics,24999,1,10,2499.9,22499.1,27.2,6119.76,North India,Jaipur,Online,New/Trial,0,CUST-1258
ORD-104834,2026-02-05,February,2026,Q1,Office Chair,Furniture,8999,2,5,899.9,17098.1,42.8,7317.99,West India,Nagpur,Online,Enterprise,0,CUST-2826
ORD-104835,2026-01-28,January,2026,Q1,Office Chair,Furniture,8999,2,10,1799.8,16198.2,26.6,4308.72,North India,Jaipur,Online,New/Trial,0,CUST-7678
ORD-104836,2026-04-03,April,2026,Q2,Study Table,Furniture,5999,4,15,3599.4,20396.6,44.8,9137.68,West India,Nagpur,Online,SMB,0,CUST-5039
ORD-104837,2026-02-20,February,2026,Q1,Sofa 3-Seater,Furniture,24999,1,15,3749.85,21249.15,34.3,7288.46,West India,Nagpur,Online,New/Trial,0,CUST-9438
ORD-104838,2026-01-11,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,39.3,29866.43,West India,Nagpur,Online,Retail,0,CUST-9293
ORD-104839,2026-04-07,April,2026,Q2,Galaxy Pro X1,Electronics,24999,5,0,0.0,124995.0,28.0,34998.6,South India,Mysuru,Offline,Retail,0,CUST-8169
ORD-104840,2026-01-19,January,2026,Q1,Winter Jacket,Apparel,4599,3,10,1379.7,12417.3,28.7,3563.77,West India,Ahmedabad,Offline,SMB,0,CUST-4810
ORD-104841,2026-01-18,January,2026,Q1,Office Chair,Furniture,8999,3,0,0.0,26997.0,25.8,6965.23,North India,Noida,Online,Retail,0,CUST-2578
ORD-104842,2026-02-20,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,31.4,23862.74,West India,Pune,Offline,SMB,0,CUST-7465
ORD-104843,2026-02-13,February,2026,Q1,AirBuds Ultra,Electronics,5999,3,20,3599.4,14397.6,37.4,5384.7,South India,Mysuru,Online,New/Trial,0,CUST-2740
ORD-104844,2026-01-29,January,2026,Q1,Running Shoes Pro,Apparel,3499,3,20,2099.4,8397.6,34.1,2863.58,South India,Kochi,Offline,Enterprise,0,CUST-7653
ORD-104845,2026-02-20,February,2026,Q1,Sports Backpack,Apparel,1599,5,0,0.0,7995.0,27.5,2198.62,East India,Guwahati,Online,Retail,0,CUST-1062
ORD-104846,2026-02-28,February,2026,Q1,TabMax 12,Electronics,32999,5,0,0.0,164995.0,47.3,78042.63,North India,Lucknow,Online,Retail,0,CUST-6979
ORD-104847,2026-01-07,January,2026,Q1,Hair Oil 500ml,FMCG,249,5,0,0.0,1245.0,47.9,596.36,East India,Guwahati,Offline,Retail,0,CUST-7196
ORD-104848,2026-02-28,February,2026,Q1,Hair Oil 500ml,FMCG,249,5,0,0.0,1245.0,46.5,578.92,West India,Ahmedabad,Online,Retail,0,CUST-7757
ORD-104849,2026-03-16,March,2026,Q1,Sanitizer 500ml,FMCG,199,3,0,0.0,597.0,36.9,220.29,South India,Coimbatore,Online,SMB,0,CUST-6692
ORD-104850,2026-03-29,March,2026,Q1,LapBook Air,Electronics,54999,3,0,0.0,164997.0,45.1,74413.65,West India,Pune,Online,Enterprise,0,CUST-3540
ORD-104851,2026-02-07,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,5,3799.8,72196.2,34.2,24691.1,North India,Agra,Online,SMB,0,CUST-5479
ORD-104852,2026-01-19,January,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,1,20,259.8,1039.2,40.6,421.92,North India,Jaipur,Online,Retail,0,CUST-8857
ORD-104853,2026-01-25,January,2026,Q1,Study Table,Furniture,5999,1,0,0.0,5999.0,28.7,1721.71,North India,Chandigarh,Partner,Retail,0,CUST-8433
